sentence	spoiler	verb	page	trope	genre
After the writers realized gold could be replicated, they realized its value would be nothing to a Ferengi.	False	True 0	StarTrekDeepSpaceNine	WorthlessYellowRocks	unknown
Quark is generally open about it (explicitly using the trope title when the say their final farewell), telling Odo that over the years he's forced him to step up his game and become a better criminal; Odo probably shares the sentiment, but refuses to admit it even in the finale	False	True 0	StarTrekDeepSpaceNine	WorthyOpponent	unknown
Many times with Jadzia Dax, which is something of a subversion of the trope seeing as how her current form is female but Dax  has  been a male several times before.	False	True 0	StarTrekDeepSpaceNine	WouldntHitAGirl	unknown
"""  In ""The Way of the Warrior"", Jadzia challenges Worf to a sparring session with Klingon  bat'leths , which would be their first of many."	False	True 0	StarTrekDeepSpaceNine	WouldntHitAGirl	unknown
"Garak's bloody nose while in Odo's ""dream"" manifests itself in the real world as he lies unconscious in the infirmary."	False	True 0	StarTrekDeepSpaceNine	YourMindMakesItReal	unknown
Too bad if you die and come back from the deadThe love of your life is now taboo forever.	False	True 0	StarTrekDeepSpaceNine	YourNormalIsOurTaboo	unknown
"""   Zefram Cochrane , from a  video recording  shown in the pilot It's been a long road, getting from  TOS  to here... The fourth  Spin-Off  of the long-running  Star Trek  franchise, and the first of the spinoffs not to go seven seasons."	False	True 0	StarTrekEnterprise	PlanetOfHats	unknown
Captain Jonathan Archer  commands a new warp-5 starship,  Enterprise  (NX-01), seeking out new life and new civilizations.	False	True 0	StarTrekEnterprise	PlanetOfHats	unknown
But likely the most popular arc was one dealing with social reform on Vulcan, which was a piercing look into their culture that hadn't been done since the original series.	False	True 0	StarTrekEnterprise	PlanetOfHats	unknown
" ""Vanishing Point"", ""Doctor's Orders"", '""These Are The Voyages""  as far as the audience is concerned."	True	True 0	StarTrekEnterprise	AllJustADream	unknown
The novel  Last Full Measure'' lends credence to this, revealing the program that was run by Riker to be a fabrication.	True	True 0	StarTrekEnterprise	AllJustADream	unknown
"""    Even if you agree with Archers decision , leaving the Valakians to die in ""Dear Doctor"" is definitely a downer."	False	True 0	StarTrekEnterprise	DownerEnding	unknown
They were never seen again after Season 1.	False	True 0	StarTrekEnterprise	AbortedArc	unknown
Named exes included Ruby, Deborah, Rochelle and Caitlin and at least one episode showed him on Risa chasing girls with Tucker.	False	True 0	StarTrekEnterprise	AmbiguouslyGay	unknown
Unique among the other Trek shows in that  Enterprise  had a regularly occurring  Reasonable Authority Figure  in Admiral Forrest that the crew reported to.	False	True 0	StarTrekEnterprise	CommandRoster	unknown
Really, given the 'bio-gel' used as a disinfectant, the real reason for this was for fanservice.	False	True 0	StarTrekEnterprise	DecontaminationChamber	unknown
It's still odd that breaking in is never mentioned in season three, however, where the crew is often in extremely bad circumstances, where failure means the destruction of the Earth.	False	True 0	StarTrekEnterprise	ForgottenPhlebotinum	unknown
In later seasons, jokesters added Mayweather to this list.	False	True 0	StarTrekEnterprise	HeWhoMustNotBeSeen	unknown
Vulcans had a devastating world war and it took them sixteen hundred years to rebuild their race.	False	True 0	StarTrekEnterprise	HumansAreSpecial	unknown
The Xindi's entire goal seemingly is this.	False	True 0	StarTrekEnterprise	IdiotBall	unknown
"Unlike  Star Trek: Voyager , damage inflicted in one episode (""Minefield"") meant they had to pull into a space repair dock in the next (""Dead Stop"")."	False	True 0	StarTrekEnterprise	InfiniteSupplies	unknown
Malcolm Reed works for an early incarnation of  Section 31 , while reporter Gannet turns out to be working for Starfleet Intelligence and Ensign Masaro for radical Earth group Terra Prime .	True	True 0	StarTrekEnterprise	TheMole	unknown
Its just that fans look back and chuckle at how goofy the trailer looked.	False	True 0	StarTrekEnterprise	NeverTrustATrailer	unknown
" ""Regeneration"" reveals  Star Trek: First Contact  was one."	True	True 0	StarTrekEnterprise	StableTimeLoop	unknown
Basically, the Borg attacked earth, going back in time, where several were shot down.	True	True 0	StarTrekEnterprise	StableTimeLoop	unknown
Then, they wake up, and send the location of Earth to the Borg.	True	True 0	StarTrekEnterprise	StableTimeLoop	unknown
It was estimated to take 200 years to reach them.	True	True 0	StarTrekEnterprise	StableTimeLoop	unknown
200 years later, basically, the Borg attacked Earth, going back in time...	True	True 0	StarTrekEnterprise	StableTimeLoop	unknown
 Jeffrey Combs , a Trek regular, plays the Andorian Shran.	False	True 0	StarTrekEnterprise	YouLookFamiliar	unknown
"A  lampshade is hung  during ""In a Mirror, Darkly"", where evil alternate Archer encounters the missing  Defiant  from the TOS-era episode ""The Tholian Web."	False	True 0	StarTrekEnterprise	ZeeRust	unknown
The uniforms worn by Archer and co.	False	True 0	StarTrekEnterprise	Zipperiffic	unknown
The Ferengi were the first attempt at creating a big bad, and were found to be too comical.	False	True 0	StarTrekTheNextGeneration	BigBad	unknown
"""    The last of the Acamarian Vornak clan  is saved by Riker's intervention; that intervention consists of the vaporization of the woman for whom Riker had some affection."	True	True 0	StarTrekTheNextGeneration	BittersweetEnding	unknown
""" Captain Picard is, unfortunately, not Alrik of Valt...  For the uninformed, Kamala (Famke Janssen, rowr!"	True	True 0	StarTrekTheNextGeneration	BittersweetEnding	unknown
) is an empathic metamorph whose personality changes to suit those around her.	True	True 0	StarTrekTheNextGeneration	BittersweetEnding	unknown
When she bonds with another, she permanently changes to suit him.	True	True 0	StarTrekTheNextGeneration	BittersweetEnding	unknown
Despite being betrothed to another man, she chooses to bond with Picard...  which may actually make her much more miserable, being with such a stuffy, uninterested (and uninteresting) bureaucrat .	True	True 0	StarTrekTheNextGeneration	BittersweetEnding	unknown
" The Outcast  doubles as a  Bitter Sweet Ending   Psychotectic treatment is basically like the ""gay de-programming"" techniques of today, with all the  Unfortunate Implications  that that implies."	True	True 0	StarTrekTheNextGeneration	BrokenAesop	unknown
As pointed out by  SF Debris , the metaphor for homosexual prejudice and coming out falls flat when you realise that the entire race of genderless aliens discovering sexuality has every member played by  women .	True	True 0	StarTrekTheNextGeneration	BrokenAesop	unknown
How advanced it really is isn't firmly established, but it's strongly implied that it's at least a match for the  Enterprise .	False	True 0	StarTrekTheNextGeneration	ClarkesThirdLaw	unknown
"In ""The Next Phase"", Ro and Geordi are invisible and intangible after an accident."	False	True 0	StarTrekTheNextGeneration	ClarkesThirdLaw	unknown
This led to rumors that Patrick Stewart was leaving the show and the episode was intended as a way to write his character out of the series.	False	True 0	StarTrekTheNextGeneration	Cliffhanger	unknown
Plus any scene where someone mentions DNA breaking down into protein/amino acids, or vice versa.	False	True 0	StarTrekTheNextGeneration	EvolutionaryLevels	unknown
An interesting  Alternate History  arises and thanks to a  fake   Trauma Induced Amnesia  Riker (now Captain of the Enterprise) can't recall any of it.	True	True 0	StarTrekTheNextGeneration	FutureImperfect	unknown
Picard wins after Riker finds every gift he tries to give to his friends rings hollow.	False	True 0	StarTrekTheNextGeneration	GodForADay	unknown
That is true.	False	True 0	StarTrekTheNextGeneration	GodForADay	unknown
It might be real to Q,... perhaps even you, sir.	False	True 0	StarTrekTheNextGeneration	GodForADay	unknown
"As Q points out  the trial that starts in ""Encounter at Farpoint"" continues through ""All Good Things..."" and beyond."	True	True 0	StarTrekTheNextGeneration	HumanityOnTrial	unknown
Q:  You just don't get it, do you, Jean-Luc?	True	True 0	StarTrekTheNextGeneration	HumanityOnTrial	unknown
The trial never ends.	True	True 0	StarTrekTheNextGeneration	HumanityOnTrial	unknown
Regarding spoiler:  Not so much a threat from Q, but more of a reminder that human kind must never stop thinking outside of the box, and always work hard to better themselves.	True	True 0	StarTrekTheNextGeneration	HumanityOnTrial	unknown
 Tapestry  is a variation, in which Q shows Picard that without the recklessness of his youth and the mistakes he made, he would never have learned the balance of caution and courage he needed to become Captain and would be stuck in a dead-end job.	False	True 0	StarTrekTheNextGeneration	ItsAWonderfulPlot	unknown
"This is still enough of an example for fans to nickname the episode ""It's Picard's Wonderful Life""."	False	True 0	StarTrekTheNextGeneration	ItsAWonderfulPlot	unknown
However, it should be noted that the the judge's ruling is extremely specific:  That Data is not  the property of Starfleet .	True	True 0	StarTrekTheNextGeneration	JustAMachine	unknown
The ruling actually avoids addressing his sentience, innate freewill and status as a life form.	True	True 0	StarTrekTheNextGeneration	JustAMachine	unknown
Data, both before and after the trial, viewed Soong-type androids as unique life forms, as does most of the crew.	True	True 0	StarTrekTheNextGeneration	JustAMachine	unknown
"""Coming of Age"" and ""Chain of Command""."	False	True 0	StarTrekTheNextGeneration	MoralMyopia	unknown
It turns out  a future version of Alexander, Worf's son, had traveled back in time to stage this attempt so as to motivate the young Alexander to become a Klingon warrior.	True	True 0	StarTrekTheNextGeneration	NotMeThisTime	unknown
"In the episode ""True Q"",  Q offers Amanda Rogers the choice to remain with humans if she can resist the temptation to use the powers of the Q. Amanda agrees, but almost the moment she and Picard leave the ready room, all hell breaks loose on the planet they're orbiting, endangering the lives of millions of people, as well as Riker and Geordi on the surface."	True	True 0	StarTrekTheNextGeneration	NotMeThisTime	unknown
"Picard immediately suspects that Q had something to do with it, but he shrugs and says, ""Not this time, Picard."	True	True 0	StarTrekTheNextGeneration	NotMeThisTime	unknown
"""  Of course, Q's not only an inveterate liar, but he's also omnipotent."	True	True 0	StarTrekTheNextGeneration	NotMeThisTime	unknown
So even if he  didn't  have anything to do with it (which is dubious), he could easily have known that something was  about  to happen and waiting to offer the choice until that precise moment.	True	True 0	StarTrekTheNextGeneration	NotMeThisTime	unknown
"""Darmok"" ends up working this way in practice if not in theory."	False	True 0	StarTrekTheNextGeneration	OnceForYesTwiceForNo	unknown
""" Riker ultimately comes up with a ruse, communicated to Geordi in code   Geordi would seemingly arm the slow-witted Pakleds with sophisticated weaponry, and when the  Enterprise  released harmless plasma through the Bussard collectors, he would disarm the Pakleds' weapons, claiming that the  Enterprise's  ""crimson force field"" had done it."	True	True 0	StarTrekTheNextGeneration	TakeAThirdOption	unknown
In the post-Nemesis  book series ,  They Do .	True	True 0	StarTrekTheNextGeneration	AnchoredShip	unknown
Armus' even ends the episode  screaming .	False	True 0	StarTrekTheNextGeneration	MadeOfEvil	unknown
This has the small drawback that he can't be removed from the ship's systems without destroying said mind... but the aliens who started all of this fix that too, in the end.	False	True 0	StarTrekTheNextGeneration	BrainCriticalMass	unknown
Three of their vessels joined the  Enterprise  under cloak through the Neutral Zone and defended them against two Romulan warbirds who attempted to ambush them.	True	True 0	StarTrekTheNextGeneration	ChekhovsGun	unknown
"Another example of this trope involving Klingons takes place in ""Reunion""."	True	True 0	StarTrekTheNextGeneration	ChekhovsGun	unknown
We're given our first look at the  bat'leth  in Worf's quarters and see him showing Alexander the right way to hold and swing it.	True	True 0	StarTrekTheNextGeneration	ChekhovsGun	unknown
Later on, a grieving and enraged Worf takes it off the wall again and uses it to exact lethal revenge on   Duras  for killing   K'Ehleyr .	True	True 0	StarTrekTheNextGeneration	ChekhovsGun	unknown
Later,   he uses that dagger to try to stab Picard to death in his sleep.	True	True 0	StarTrekTheNextGeneration	ChekhovsGun	unknown
Crusher wasn't on the  Enterprise  during the previous season  and not all of them were directly related to Wesley.	False	True 0	StarTrekTheNextGeneration	ContinuityNod	unknown
His diplomatic immunity is  revoked  when Troi is resuscitated while Alkar attempts to bond with someone else, and then they beam his intended victim out of his reach.	True	True 0	StarTrekTheNextGeneration	DiplomaticImpunity	unknown
The trope is played straight earlier in the episode when Alkar  refuses to return with Picard and Worf to the  Enterprise  and hides behind the security field put up by the parties he's negotiating a peace agreement for.	True	True 0	StarTrekTheNextGeneration	DiplomaticImpunity	unknown
Lore, which usually gave Brent Spiner a chance to show off more of his range as an actor outside of the stoic Data character.	False	True 0	StarTrekTheNextGeneration	EvilTwin	unknown
Brent Spiner actually stated in an interview that he preferred playing Lore to playing Data.	False	True 0	StarTrekTheNextGeneration	EvilTwin	unknown
"Q plays with this in ""Tapestry""."	False	True 0	StarTrekTheNextGeneration	AGodAmI	unknown
"Dexter Remmick  and   the mother parasite inside him  in the first season episode ""Conspiracy"" caused much controversy when it first aired."	True	True 0	StarTrekTheNextGeneration	Gorn	unknown
" The kidnapping aliens in ""Allegiance"" are placed in a restraining field on the bridge to give them a taste of their own medicine."	True	True 0	StarTrekTheNextGeneration	HoistByHisOwnPetard	unknown
To put it mildly, they didn't like it; they were practically having a panic attack.	True	True 0	StarTrekTheNextGeneration	HoistByHisOwnPetard	unknown
For the tactical officer Worf seemed to be a terrible shot both with the ship's weapons and his own phaser.	False	True 0	StarTrekTheNextGeneration	InformedAbility	unknown
However, being a Vulcan invention, it only works on the aggressive.	False	True 0	StarTrekTheNextGeneration	JustIgnoreIt	unknown
In more detail, it's a Vulcan superweapon from before they embraced logic and the planet was ruled by psionic warlords.	False	True 0	StarTrekTheNextGeneration	JustIgnoreIt	unknown
When Wesley is attracted to Salia and they get together, Anya turns into a giant monster and breaks into Wesley's cabin to stop them.	False	True 0	StarTrekTheNextGeneration	MatronChaperone	unknown
"His  evil twin  is named ""Lore"", which means ""superstition and legend"", thus marking him as Data's symbolic opposite."	False	True 0	StarTrekTheNextGeneration	MeaningfulName	unknown
"Also occurs with the back-and-forth dialogue between Gul Madred and Picard in ""Chain of Command (Part II)"" too, along with some  Mind Game Ship ."	False	True 0	StarTrekTheNextGeneration	MindScrew	unknown
"In ""The Survivors"",  Kevin Uxbridge, an immortal being with incredible powers and a lifelong pacifist, admits that when he saw his wife Rishaun murdered by the Husnock, in a fit of blind rage he wiped out  every  Husnock,  everywhere ."	True	True 0	StarTrekTheNextGeneration	MyGodWhatHaveIDone	unknown
And as heartbroken as he is about Rishaun's death, he's even  more  devastated by his retribution.	True	True 0	StarTrekTheNextGeneration	MyGodWhatHaveIDone	unknown
"The terraformers in ""Home Soil"" are devastated to find out that there  were  lifeforms on Valera III after all."	True	True 0	StarTrekTheNextGeneration	MyGodWhatHaveIDone	unknown
"Mot:  ...and she said, ""If they're not squirming, I won't eat 'em!"	False	True 0	StarTrekTheNextGeneration	OrphanedPunchline	unknown
Riker, Troi, and Wesley each lost one parent when they were children (Riker's mother, Troi's father, Wesley's father).	False	True 0	StarTrekTheNextGeneration	ParentalAbandonment	unknown
She's actually an android duplicate of the (long-dead) woman who was both Data's co-creator and Noonien Soong's wife.	True	True 0	StarTrekTheNextGeneration	ParentalAbandonment	unknown
Also,Guinan's family either died or were assimilated when the Borg all but destroyed the El-Aurians.	True	True 0	StarTrekTheNextGeneration	ParentalAbandonment	unknown
Alexander, the only semi-regular child other than Wesley, lost his mother as a toddler (and was raised by her alone up to that point).	True	True 0	StarTrekTheNextGeneration	ParentalAbandonment	unknown
And whenever we had a one-off guest star whose parentage was some sort of plot point, be it a child (Jeremy Aster, Salia) or an adult (Amanda Rogers, Jason Vigo), they had an excellent chance of being  Conveniently an Orphan .	True	True 0	StarTrekTheNextGeneration	ParentalAbandonment	unknown
")  Another of her boasts is ""Holder of the Sacred Chalice of Riix"", which her daughter quite bluntly points out is nothing more than: ""An old clay pot with mold growing inside of it."	False	True 0	StarTrekTheNextGeneration	RequisiteRoyalRegalia	unknown
"Also,   there's an android copy of his ""mother"" out there as well, who believes she is the REAL woman and is designed to age and eventually die like a human being  And don't forget his 'father', who said he never liked living anywhere without an escape route, and was last seen, apparently mortally wounded, in his fully equipped lab   and he already knows he can transfer a mind from an organic body to an android, having done it with the 'mother' above ."	True	True 0	StarTrekTheNextGeneration	RoboFamily	unknown
"After a few minutes of tuneless strumming, Worf can't take it anymore, and gets up and smashes the instrument, then hands it back to Geordi, muttering, ""Sorry."	False	True 0	StarTrekTheNextGeneration	RobinHood	unknown
""" There is an immediate cut to the bridge of their target, the  Enterprise , currently commanded by Commander Riker."	False	True 0	StarTrekTheNextGeneration	StealthPun	unknown
" too, but the order was followed by a volley of gunfire and the line,  ""Do not fire at Will, he is my second mate."	False	True 0	StarTrekTheNextGeneration	TaleSpin	unknown
After the crew winds up in  the 1890s , it is revealed that  Mark Twain , suspicious of the time travelers' motives, threatened them with it and left it behind .	True	True 0	StarTrekTheNextGeneration	ThrowAwayGuns	unknown
Data tests this out on   Julianna Tanner  when he realises that   Doctor Soong recreated his wife, and Data's mother  as an Android.	True	True 0	StarTrekTheNextGeneration	TuringTest	unknown
Riker and Troi are married in  Star Trek: Nemesis .	True	True 0	StarTrekTheNextGeneration	UnresolvedSexualTension	unknown
Picard/Crusher is never fully resolved, although a  Deleted Scene  from the end of  Nemesis  hints that they might have  Hooked Up Afterwards .	True	True 0	StarTrekTheNextGeneration	UnresolvedSexualTension	unknown
"Data and Tasha Yar gave hints of this after they hooked up in ""The Naked Now"", but this was curtailed by his being an Android unable to express emotion, and her eventual death."	True	True 0	StarTrekTheNextGeneration	UnresolvedSexualTension	unknown
Her death was so sudden that it took a while before you realized she wasn't coming back.	False	True 0	StarTrekTheNextGeneration	WeHardlyKnewYe	unknown
"Odo  will have a point later: ""Killing your clone is still murder."	False	True 0	StarTrekTheNextGeneration	WhatTheHellHero	unknown
Riker falls in love with an alien woman who gets really hated by her own people for their love.	False	True 0	StarTrekTheNextGeneration	YourNormalIsOurTaboo	unknown
He deduced that by creating a science fiction show borrowing heavily from the film  Forbidden Planet , he could slip in such commentary disguised as metaphors for the various current events.	False	True 0	StarTrekTheOriginalSeries	OpeningNarration	unknown
This also resulted in attracting multiple high-profile guest stars and guest writers, including  Harlan Ellison , Theodore Sturgeon and  Richard Matheson .	False	True 0	StarTrekTheOriginalSeries	OpeningNarration	unknown
In some ways the show was  way ahead of its time ; in others, hopelessly mired in  The Sixties .	False	True 0	StarTrekTheOriginalSeries	OpeningNarration	unknown
The show was originally a commercial flop, barely managing out three seasons before being officially canceled, with a  close call on the second season .	False	True 0	StarTrekTheOriginalSeries	StarTrek	unknown
The film has been a commercial and critical success (becoming the first  Star Trek  film to win an Oscar), but amongst the fans it has provoked  debates .	False	True 0	StarTrekTheOriginalSeries	StarTrek	unknown
Played by a Canadian  (as was Kirk).	False	True 0	StarTrekTheOriginalSeries	TheEngineer	unknown
"Eminiar and Vendikar, the two warring planets in ""A Taste of Armageddon,"" have so theorized their war with each other that they no longer send actual missiles instead they just send computer signals signifying an attack   and then have all civilians who happened to be within range of the theoretical attack disintegrate themselves in booths designed for that purpose ."	True	True 0	StarTrekTheOriginalSeries	BlueAndOrangeMorality	unknown
"The leader of Eminiar considers Kirk a  Complete Monster  because he refuses to   allow the same thing to happen to the crew of the  Enterprise  when the ship is calculated to have been ""hit"" by an ""attack"" , even more so when he   destroys Eminiar's attack computers, immediately breaking the stalemate between the two planets"	True	True 0	StarTrekTheOriginalSeries	BlueAndOrangeMorality	unknown
 -  Computers  besides the Enterprise's, androids, and for the most part the alien races called Romulans and Klingons  except in  the fifth film , which had one good Klingon, and  the sixth film , which portrayed Klingons as more varied .	True	True 0	StarTrekTheOriginalSeries	AlwaysChaoticEvil	unknown
"The series also had several subversions, among them the Horta, who is initially presented and believed to be (as the episode title states) a ""Devil in the Dark"", but turns out to be   a mother protecting her eggs , and the Romulans, who are introduced by launching an unprovoked sneak attack... but in the same episode the two main Romulan characters are examples of  My Country, Right or Wrong  and  What a Senseless Waste of Human Life ."	True	True 0	StarTrekTheOriginalSeries	AlwaysChaoticEvil	unknown
It was an Orion pretending to be a staff member of the Andorian ambassador .	True	True 0	StarTrekTheOriginalSeries	ClearMyName	unknown
Another time, Kirk was accused of causing the death of one of his crew members.	True	True 0	StarTrekTheOriginalSeries	ClearMyName	unknown
The crew member had faked his own death and tried to sabotage Kirk's career as he blamed Kirk for ruining his .	True	True 0	StarTrekTheOriginalSeries	ClearMyName	unknown
References to the past that have already happened by the time the later series were being made (Khan's starship leaves in the 1990s, something plainly impossible today.	False	True 0	StarTrekTheOriginalSeries	ContinuitySnarl	unknown
Featuring not only stills from the episode in question, but random shots from various other eps as well.	False	True 0	StarTrekTheOriginalSeries	CreditsMontage	unknown
He has no particular fondness for the creatures .	False	True 0	StarTrekTheOriginalSeries	CutenessProximity	unknown
 - The epic snarkfests between  McCoy  and  Spock  are legendary for a reason.	False	True 0	StarTrekTheOriginalSeries	DeadpanSnarker	unknown
However, the reason why they invited only Kirk to their planet was   so they could decrease the planet's overpopulation by using Kirk, who had a rare disease in his blood to do it .	True	True 0	StarTrekTheOriginalSeries	EmpireWithADarkSecret	unknown
"Another example is ""The Paradise Syndrome"", where Spock hardly eats for weeks while studying the obelisk."	False	True 0	StarTrekTheOriginalSeries	ForgetsToEat	unknown
"In ""The Savage Curtain"", Surak, Spock and President Lincoln have a hard time understanding the motives and actions of the opposing ""evil"" side."	False	True 0	StarTrekTheOriginalSeries	GoodCannotComprehendEvil	unknown
"""A Piece of the Action"" is the funniest example."	False	True 0	StarTrekTheOriginalSeries	GunboatDiplomacy	unknown
 - Several one-shot characters die nobly, but the undisputed champion (and not just for  Star Trek ) is   Spock sacrificing himself to save the ship and crew, at the end of the second movie.	True	True 0	StarTrekTheOriginalSeries	HeroicSacrifice	unknown
Spock's actions in transported Captain Pike to Talos IV constituted a mutiny, for which he was put on trial  which was a ruse to buy him more time .	True	True 0	StarTrekTheOriginalSeries	TheMutiny	unknown
"Kirk considers the crew's actions in ""This Side of Paradise"" to be a mutiny: they abandon the ship due to being  Brainwashed and Crazy ."	False	True 0	StarTrekTheOriginalSeries	TheMutiny	unknown
" - In the episode ""Balance of Terror"", the defeated Romulan Commander says that he and Kirk ""are of a kind"", just before blowing himself up."	False	True 0	StarTrekTheOriginalSeries	NotSoDifferent	unknown
"The Klingon commander in ""Errand of Mercy"" is all over this, but Kirk  shouts him down."	False	True 0	StarTrekTheOriginalSeries	NotSoDifferent	unknown
) subverted in that   he's not (strictly speaking) a man, but is DEFINITELY a child .	True	True 0	StarTrekTheOriginalSeries	PsychopathicManchild	unknown
" - How Kirk destroys the titular device in ""The Doomsday Machine""."	False	True 0	StarTrekTheOriginalSeries	RammingAlwaysWorks	unknown
"He caught his head in a mechanical... rice picker... but, fortunately, there was an American, uh, missionary living close by who was a, uh, skilled, uh, plastic surgeon in civilian life who...""   Cop ""All right, all right."	False	True 0	StarTrekTheOriginalSeries	RunningGag	unknown
 - Pretty much everyone was forced to make these every so often.	False	True 0	StarTrekTheOriginalSeries	SadisticChoice	unknown
"Justified/Played with in ""Charlie X"", because he really  doesn't understand the rules ."	False	True 0	StarTrekTheOriginalSeries	ScrewTheRulesIHaveSupernaturalPowers	unknown
Of course, given that they clearly showed women physically changing as a result of the pill rather than just acting differently, it was something of a  Broken Aesop .	True	True 0	StarTrekTheOriginalSeries	SexierAlterEgo	unknown
"Might be somewhat justified, in that it's a visual representation of the woman gaining confidence (the movie  Shallow Hal  uses this as well to demonstrate Hal's new ability to see ""inner beauty"")."	True	True 0	StarTrekTheOriginalSeries	SexierAlterEgo	unknown
"Also occurs in ""Day of the Dove,"" when Chekov is ranting about the Klingons having murdered his brother Piotr."	False	True 0	StarTrekTheOriginalSeries	SomethingTheyWouldNeverSay	unknown
:  Chekov was supposedly introduced after an article in the Soviet state newspaper  Pravda  allegedly mocked the show for not having a Russian, when the Russians had been the first into space.	False	True 0	StarTrekTheOriginalSeries	TakeThat	unknown
"But it was, nevertheless, ridiculously awesome - particularly the Build Team's glee and Grant's "" Enterprise ."	True	True 0	StarTrekTheOriginalSeries	TropesExaminedByTheMythbusters	unknown
Four to beam up.	True	True 0	StarTrekTheOriginalSeries	TropesExaminedByTheMythbusters	unknown
"""  Though it came years before  Mythbusters , a  Star Trek: The Next Generation  Novel involving the Gorn revealed that, over the years, many a Starfleet cadet had tried to duplicate Kirk's cannon, often to extremely mixed results."	True	True 0	StarTrekTheOriginalSeries	TropesExaminedByTheMythbusters	unknown
"Turns out that the empath's race is worthy of preservation, and the Vians, totally logical and  possessed of their own morals and ethics regarding life , needed only ""good old-fashioned human emotion"" to help them see that."	True	True 0	StarTrekTheOriginalSeries	WellIntentionedExtremist	unknown
"""   Captain Janeway The third 'new generation'  Star Trek , it ran for seven seasons, from January 1995 through May 2001."	False	True 0	StarTrekVoyager	GoingDownWithTheShip	unknown
At least some of this has been ascribed to  Executive Meddling  on the part of Paramount, hampering the production team on building a stronger show.	False	True 0	StarTrekVoyager	GoingDownWithTheShip	unknown
"This show provides examples of the following tropes: open/close all folders   Trope-based episodes   Acting for Two ""Faces""."	False	True 0	StarTrekVoyager	GoingDownWithTheShip	unknown
Voyager  is transporting telepaths through Devore space, where telepaths are automatically arrested, along with those helping them.	True	True 0	StarTrekVoyager	XanatosGambit	unknown
Kashyk arrives and informs the crew that he knows what they're doing and how they plan to escape.	True	True 0	StarTrekVoyager	XanatosGambit	unknown
He also says he's defecting and wants to help them avoid a Devore planned for them.	True	True 0	StarTrekVoyager	XanatosGambit	unknown
If the crew believes him, then he betray them at a crucial moment.	True	True 0	StarTrekVoyager	XanatosGambit	unknown
If the turn him away, he turens them in.	True	True 0	StarTrekVoyager	XanatosGambit	unknown
If they do something to him, his superiors will wonder what happened and come looking for him.	True	True 0	StarTrekVoyager	XanatosGambit	unknown
He'd win no matter what they did.	True	True 0	StarTrekVoyager	XanatosGambit	unknown
Except he was  Out Gambitted  by Janeway, who was prepared for his deception.	True	True 0	StarTrekVoyager	XanatosGambit	unknown
If he was telling the truth, great, she'd be happy to have him onboard.	True	True 0	StarTrekVoyager	XanatosGambit	unknown
If he wasn't, she was ready.	True	True 0	StarTrekVoyager	XanatosGambit	unknown
"Also seen in  ""Think Tank"" , where Janeway thinks that the Hazari are covering every escape route and the ones that don't appear covered are traps, screwing the ship no matter which path they choose."	True	True 0	StarTrekVoyager	XanatosGambit	unknown
Then its inverted on the Hazari's employers, who are screwed no matter what  they  do.	True	True 0	StarTrekVoyager	XanatosGambit	unknown
Painfully averted by Lt.	False	True 0	StarTrekVoyager	AscendedExtra	unknown
He speaks in exactly four of those episodes, and is only credited twice, never with a name.	False	True 0	StarTrekVoyager	AscendedExtra	unknown
:  For the love of all things holy, enemies must leave Janeway's crew  alone!	False	True 0	StarTrekVoyager	BerserkButton	unknown
"Janeway delivers one in ""Year of Hell"" just before  ramming her severely crippled ship  into the timeline-altering weapon ship ""Time's up."	True	True 0	StarTrekVoyager	BondOneLiner	unknown
"""  The holgraphic Doctor's final name   Joe  in Admiral Janeway's perceived  Bad Future  in  ""End Game"" ."	True	True 0	StarTrekVoyager	BrickJoke	unknown
To avoid paying royalties to the writers of that episode   and because Locarno was seen as fundamentally unredeemable   a  Captain Ersatz  in the person of Tom Paris was created.	False	True 0	StarTrekVoyager	CaptainErsatz	unknown
"Harry and Naomi were the only two from the ""other"" ship who survived, while Seven joined the crew long after this incident."	False	True 0	StarTrekVoyager	DeathIsCheap	unknown
Thus Janeway would veer between  Action Girl ,  Self-Destruct-The-Ship-Crazy ,  Team Mom ,  Staunch Leader ,  Noble Sufferer ,  Outrageous Flirt ,  Celibate Heroine , etc, etc, etc, much to actor Kate Mulgrew's irritation.	False	True 0	StarTrekVoyager	DependingOnTheWriter	unknown
"In ""CourseOblivion"", the crew appears to start dying mysteriously one by one."	False	True 0	StarTrekVoyager	DownerEnding	unknown
To  add insult to injury , the real  Voyager  passes through their vaporized remains without a clue.	True	True 0	StarTrekVoyager	DownerEnding	unknown
Averted  in later seasons; while  Voyager  never gets back to Earth (  until the  Grand Finale ), it does get progressively closer to the alpha quadrant, with most of the crew's attempts to cut a few years off of the journey succeeding.	True	True 0	StarTrekVoyager	FailureIsTheOnlyOption	unknown
"As the self-appointed ""Morale Officer"", the character Neelix is constantly trying to live up to this trope."	False	True 0	StarTrekVoyager	ForHappiness	unknown
Even after seven years in the Delta Quadrant, we still see plenty of crewmembers played by extras who are clearly in their early twenties.	False	True 0	StarTrekVoyager	GoodLookingPrivates	unknown
""" ( Gigantic Gulp )    Admiral Janeway  questions why she ever gave it up in the final episode."	True	True 0	StarTrekVoyager	GRatedDrug	unknown
"Ensign Lon Suder (Brad Dourif) murders a coworker, and is locked in his quarters (""Meld"")."	False	True 0	StarTrekVoyager	RedemptionEqualsDeath	unknown
